entry_time,exit_time,direction,entry_price,exit_price,holding_bars,pnl_final,mfe,mae,mfe_atr,mae_atr,t_mfe,exit_reason
2015-01-21 04:00:00+00:00,2015-01-23 16:00:00+00:00,1,1296.3495,1291.2515,15,-0.003932581452764055,0.005764649116615508,-0.007771823879285675,1.0537596502978681,-1.4206648570522056,9,NEW_SIGNAL
2015-01-29 16:00:00+00:00,2015-01-30 00:00:00+00:00,1,1264.4315,1260.6095,2,-0.0030227022974355583,-0.0027897913014662467,-0.0030227022974355583,-0.3801226306317878,-0.4118578863996271,1,NEW_SIGNAL
2015-02-04 00:00:00+00:00,2015-02-11 16:00:00+00:00,1,1261.583,1220.714,35,-0.032395014834537356,0.008703351265830325,-0.032395014834537356,1.1034732272069443,-4.1072720694645435,5,NEW_SIGNAL
2015-02-18 00:00:00+00:00,2015-03-06 12:00:00+00:00,1,1209.526,1176.61,77,-0.02721396646289552,0.009773250016948716,-0.02721396646289552,1.9830565341385786,-5.521892299949773,50,ATR_STOP
2015-03-08 20:00:00+00:00,2015-03-09 00:00:00+00:00,1,1169.465,1169.998,1,0.0004557639604435611,0.0004557639604435611,0.0004557639604435611,0.06759841720780843,0.06759841720780843,1,NEW_SIGNAL
2015-04-02 00:00:00+00:00,2015-04-02 04:00:00+00:00,1,1204.0005,1203.7565,1,-0.0002026577231489039,-0.0002026577231489039,-0.0002026577231489039,-0.04069243854443482,-0.04069243854443482,1,NEW_SIGNAL
2015-04-13 00:00:00+00:00,2015-04-24 12:00:00+00:00,1,1208.0485,1179.683,58,-0.023480431456187487,-3.973350407703152e-05,-0.023480431456187487,-0.009929767581377962,-5.867975465199312,19,ATR_STOP
2015-04-24 16:00:00+00:00,2015-04-27 00:00:00+00:00,1,1179.6825,1182.655,3,0.0025197457790550274,0.0025197457790550274,-0.00017674247096123813,0.49917713441259415,-0.03501377040366312,3,NEW_SIGNAL
2015-05-01 00:00:00+00:00,2015-05-20 00:00:00+00:00,1,1184.59,1208.3835,81,0.02008585248904684,0.03694020716028351,-0.009572088233059491,5.8280447768151635,-1.5101853270025922,70,NEW_SIGNAL
2015-07-08 08:00:00+00:00,2015-07-20 00:00:00+00:00,1,1153.1945,1108.4645,48,-0.03878790611644438,0.008893122539172692,-0.03878790611644438,1.710746903540615,-7.4615288377331055,15,ATR_STOP
2015-08-11 08:00:00+00:00,2015-08-19 20:00:00+00:00,1,1115.6365,1133.886,40,0.01635792661857146,0.01635792661857146,-0.006147163525037209,2.19678958994142,-0.825534015058973,40,NEW_SIGNAL
2015-08-20 08:00:00+00:00,2015-08-26 04:00:00+00:00,1,1138.044,1138.2565,24,0.0001867238876527301,0.022011011876517824,-0.0009744790183860649,5.211317418213879,-0.23071722057526148,10,NEW_SIGNAL
2015-09-10 00:00:00+00:00,2015-09-28 20:00:00+00:00,1,1107.9265,1132.3995,80,0.02208901041720724,0.04272711231295584,-0.0051790439167219635,9.385390128572352,-1.1376230458875674,65,NEW_SIGNAL
2015-10-01 08:00:00+00:00,2015-10-29 12:00:00+00:00,1,1113.9789999999998,1149.9454999999998,125,0.03228651527542261,0.06667181338247866,-0.005703877721213609,15.9272165810665,-1.362598243676446,58,NEW_SIGNAL
2015-10-29 20:00:00+00:00,2015-11-04 00:00:00+00:00,1,1146.2105,1122.465,20,-0.020716526327406698,0.002280558414008823,-0.024528653332001417,0.32182804237693285,-3.4614366531853746,2,NEW_SIGNAL
2015-11-05 00:00:00+00:00,2015-11-12 12:00:00+00:00,1,1110.001,1079.0735,34,-0.02786258751118243,-0.0010954945085634108,-0.02786258751118243,-0.20151300471465708,-5.125241326737746,7,ATR_STOP
2015-12-01 04:00:00+00:00,2015-12-04 16:00:00+00:00,1,1071.8945,1085.365,21,0.01256700169652881,0.01256700169652881,-0.019831709184066307,2.7044852232572767,-4.267888692579519,21,NEW_SIGNAL
2015-12-16 20:00:00+00:00,2015-12-18 04:00:00+00:00,1,1074.411,1055.5545,8,-0.017550546299321297,-0.006147088963162275,-0.021822654459047807,-0.8959688523811999,-3.180760647642571,3,NEW_SIGNAL
2015-12-18 08:00:00+00:00,2016-01-08 00:00:00+00:00,1,1055.53,1103.528,78,0.045472890396293854,0.051503983780659984,0.0038511458698472114,8.614165742354576,0.644113452701601,76,NEW_SIGNAL
2016-02-11 04:00:00+00:00,2016-02-11 12:00:00+00:00,1,1205.816,1246.794,2,0.03398362602586138,0.03398362602586138,0.025828152885680737,5.334982424163533,4.054680380158837,2,NEW_SIGNAL
2016-02-11 16:00:00+00:00,2016-02-11 20:00:00+00:00,1,1246.7985,1240.4755,1,-0.0050713888410998985,-0.0050713888410998985,-0.0050713888410998985,-0.4707012130438566,-0.4707012130438566,1,NEW_SIGNAL
2016-02-15 20:00:00+00:00,2016-02-16 00:00:00+00:00,1,1208.705,1192.8635,1,-0.013106175617706552,-0.013106175617706552,-0.013106175617706552,-1.9209618451128638,-1.9209618451128638,1,NEW_SIGNAL
2016-02-19 00:00:00+00:00,2016-02-24 16:00:00+00:00,1,1231.25,1229.7595,23,-0.0012105583756346079,0.013620304568527903,-0.02251289340101527,1.788342184400785,-2.9559366135602567,22,NEW_SIGNAL
2016-03-17 00:00:00+00:00,2016-03-22 08:00:00+00:00,1,1258.9655,1250.184,21,-0.0069751712815006054,0.00839538494104887,-0.013359778325935111,1.2166961166333836,-1.9361578441473248,2,NEW_SIGNAL
2016-03-23 04:00:00+00:00,2016-04-08 00:00:00+00:00,1,1241.815,1237.894,67,-0.003157475147264326,0.0008543945756814998,-0.02429105784678069,0.14207094173885207,-4.03917997884334,25,NEW_SIGNAL
2016-04-11 04:00:00+00:00,2016-04-14 00:00:00+00:00,1,1250.16,1232.935,17,-0.013778236385742734,0.008792074614449238,-0.013778236385742734,1.8820417109003156,-2.9493852950242103,7,NEW_SIGNAL
2016-04-20 00:00:00+00:00,2016-05-09 12:00:00+00:00,1,1249.8565,1264.5990000000002,84,0.011795354106651494,0.040891494343550494,-0.014190829107181668,7.025030239718432,-2.4379398504508614,57,NEW_SIGNAL
2016-06-22 04:00:00+00:00,2016-06-24 04:00:00+00:00,1,1268.465,1313.6815,12,0.0356466280110212,0.05399045302787237,-0.008451159472275567,9.130055125615753,-1.4291332546776803,11,NEW_SIGNAL
2016-06-24 12:00:00+00:00,2016-06-27 00:00:00+00:00,1,1324.4254999999998,1324.131,4,-0.0002223605631269887,0.006379369772025735,-0.0065315112099546095,0.351961742021086,-0.3603556692334344,3,NEW_SIGNAL
2016-07-04 04:00:00+00:00,2016-07-12 00:00:00+00:00,1,1346.0695,1356.191,36,0.007519299709264617,0.019073680816629343,-0.0014408617088493222,3.0039019310756125,-0.22692039943605685,13,NEW_SIGNAL
2016-07-12 16:00:00+00:00,2016-07-13 04:00:00+00:00,1,1337.409,1342.96,3,0.004150562767261123,0.004150562767261123,-0.002560174187552353,0.6932640610461941,-0.4276231570928375,3,NEW_SIGNAL
2016-07-14 20:00:00+00:00,2016-07-28 04:00:00+00:00,1,1333.87,1342.961,58,0.006815506758529784,0.006815506758529784,-0.01569155914744311,1.2508857746314386,-2.8799543181083376,58,NEW_SIGNAL
2016-08-05 20:00:00+00:00,2016-08-10 04:00:00+00:00,1,1336.615,1351.676,15,0.01126801659415757,0.01126801659415757,-0.004164624817168673,2.226986743950483,-0.823087557944374,15,NEW_SIGNAL
2016-10-06 20:00:00+00:00,2016-11-13 20:00:00+00:00,1,1254.086,1229.7645,162,-0.01939380552848849,0.053304956757351515,-0.02558915417283992,10.261649103147555,-4.92612576656509,144,NEW_SIGNAL
2016-11-14 00:00:00+00:00,2016-11-18 00:00:00+00:00,1,1229.77,1209.315,24,-0.01663319157240779,0.0011250071151515427,-0.01663319157240779,0.11005795245273038,-1.6272030483706064,12,NEW_SIGNAL
2016-11-24 00:00:00+00:00,2016-12-01 00:00:00+00:00,1,1189.7334999999998,1169.8885,30,-0.01668020611338573,0.004237503609001739,-0.01668020611338573,0.6293575347510851,-2.4773579841583837,17,NEW_SIGNAL
2016-12-15 16:00:00+00:00,2016-12-30 00:00:00+00:00,1,1126.78,1160.0880000000002,58,0.029560340084133746,0.029844335185217993,0.0009762331599781114,3.9099143093003845,0.1278965665585514,57,NEW_SIGNAL
2017-01-05 16:00:00+00:00,2017-01-19 00:00:00+00:00,1,1181.4655,1202.05,58,0.017422853227622756,0.02921160203154476,-0.007731922768798573,5.2206633135423735,-1.381840184547902,50,NEW_SIGNAL
2017-01-25 16:00:00+00:00,2017-01-27 00:00:00+00:00,1,1196.9164999999998,1184.025,8,-0.01077059260190642,0.003414607451731359,-0.01077059260190642,0.7186060414249477,-2.2666772163026727,1,NEW_SIGNAL
2017-01-31 20:00:00+00:00,2017-03-03 00:00:00+00:00,1,1212.975,1233.4564999999998,137,0.016885343885900263,0.03861209010902957,-0.007795296687895301,7.632966370325666,-1.5410001711226016,116,NEW_SIGNAL
2017-03-03 04:00:00+00:00,2017-03-09 00:00:00+00:00,1,1233.47,1206.7235,24,-0.021683948535432533,0.0027973927213472134,-0.021683948535432533,0.6453030614726041,-5.002057189878641,5,ATR_STOP
2017-03-15 20:00:00+00:00,2017-05-04 16:00:00+00:00,1,1220.4,1227.784,216,0.006050475254015088,0.06090380203212061,0.003767617174696785,11.68534909679761,0.7228764129734135,131,NEW_SIGNAL
2017-06-26 12:00:00+00:00,2017-07-07 12:00:00+00:00,1,1241.7565,1209.634,55,-0.025868598231617832,0.008791176047800065,-0.025868598231617832,2.3783224400871266,-6.9983660130717995,11,ATR_STOP
2017-08-07 00:00:00+00:00,2017-08-29 08:00:00+00:00,1,1257.475,1320.707,101,0.050284896320006524,0.05249010914729924,-0.0032557307302330655,17.878812503386182,-1.1089441464867777,100,NEW_SIGNAL
2017-09-01 00:00:00+00:00,2017-09-08 00:00:00+00:00,1,1321.3485,1353.361,31,0.02422714370962698,0.02422714370962698,-0.002032015021018259,5.578840054372519,-0.46791676832455725,31,NEW_SIGNAL
2017-09-28 04:00:00+00:00,2024-02-01 12:00:00+00:00,1,1281.3135000000002,2052.0385,151,0.6015116519103246,0.6180321989895521,-0.0013372995757871078,143.57071631887052,-0.3106586652646596,13,NEW_SIGNAL
2024-02-05 04:00:00+00:00,2024-02-13 12:00:00+00:00,1,2032.34,1992.3,39,-0.01970142791068422,0.0029793243256542035,-0.01970142791068422,0.8213510580575207,-5.431361909929439,14,ATR_STOP
2024-03-20 20:00:00+00:00,2024-03-21 00:00:00+00:00,1,2182.9305,2202.8500000000004,1,0.009125118733739085,0.009125118733739085,0.009125118733739085,1.5232061541520454,1.5232061541520454,1,NEW_SIGNAL
2024-03-21 04:00:00+00:00,2024-03-21 12:00:00+00:00,1,2202.9300000000003,2174.7200000000003,2,-0.012805672445334183,0.0020926674928389336,-0.012805672445334183,0.3310271535613895,-2.025656399559105,1,NEW_SIGNAL
2024-03-26 12:00:00+00:00,2024-03-31 20:00:00+00:00,1,2196.5550000000003,2246.07,15,0.022542117087894394,0.022542117087894394,-0.008536094019953972,4.2304964841981,-1.601975342395528,15,NEW_SIGNAL
2024-04-01 04:00:00+00:00,2024-04-05 16:00:00+00:00,1,2264.53,2323.2885,27,0.02594732681836845,0.02727276741752141,-0.01091617245079564,4.627673125627565,-1.852268129299142,26,NEW_SIGNAL
2024-04-12 16:00:00+00:00,2024-04-15 08:00:00+00:00,1,2395.635,2358.065,5,-0.015682689558300895,-0.012875500650140882,-0.021464037718600733,-1.2742550493053513,-2.124240383701758,2,NEW_SIGNAL
2024-05-01 00:00:00+00:00,2024-05-19 20:00:00+00:00,1,2291.38,2420.3685,80,0.05629293264321061,0.05629293264321061,-0.002374769789384522,11.424364407718018,-0.4819474520953151,80,NEW_SIGNAL
2024-05-23 08:00:00+00:00,2024-05-29 20:00:00+00:00,1,2356.1235,2338.4885,28,-0.007484751966524767,0.0018029615170851812,-0.010795274526144297,0.2887105214867805,-1.728661043789116,20,NEW_SIGNAL
2024-06-03 04:00:00+00:00,2024-06-04 00:00:00+00:00,1,2321.53,2345.7615,5,0.010437728566936403,0.012562835716101003,0.0036598708610268834,2.6460834970218556,0.7708708531611707,4,NEW_SIGNAL
2024-06-07 12:00:00+00:00,2024-06-07 16:00:00+00:00,1,2336.6915,2288.4,1,-0.02066661345753165,-0.02066661345753165,-0.02066661345753165,-2.6999759587160743,-2.6999759587160743,1,NEW_SIGNAL
2024-06-10 00:00:00+00:00,2024-06-21 00:00:00+00:00,1,2298.55,2362.225,55,0.027702247068804125,0.027702247068804125,-0.0008490135085162923,3.711280719699944,-0.11374266705135344,55,NEW_SIGNAL
2024-06-26 20:00:00+00:00,2024-07-31 00:00:00+00:00,1,2298.8405,2416.545,150,0.05120168189137102,0.07631151443521217,9.330790892212766e-05,15.848156613335982,0.01937791910965445,89,NEW_SIGNAL
2024-07-31 04:00:00+00:00,2024-08-01 04:00:00+00:00,1,2416.53,2440.39,6,0.00987366182087525,0.013832437420598783,0.001284279524773006,3.0803575542551367,0.2859973275583759,3,NEW_SIGNAL
2024-08-06 04:00:00+00:00,2024-08-07 00:00:00+00:00,1,2409.125,2386.0285,5,-0.009587090748715863,0.0007776682405438278,-0.01043885228039217,0.07617851021914859,-1.0225648594855028,1,NEW_SIGNAL
2024-08-09 00:00:00+00:00,2024-08-23 16:00:00+00:00,1,2424.6850000000004,2510.85,66,0.035536574854052996,0.04193183856872107,-0.0006138941759446631,8.137007350969737,-0.1191281277636472,46,NEW_SIGNAL
2024-09-27 16:00:00+00:00,2024-09-30 20:00:00+00:00,1,2649.855,2635.7635,8,-0.00531783814586081,0.005193303029788448,-0.00710472837192966,0.9081729960172812,-1.2424313417519135,2,NEW_SIGNAL
2024-10-23 16:00:00+00:00,2024-10-24 00:00:00+00:00,1,2721.855,2723.0135,2,0.0004256288450339947,0.0004256288450339947,-0.00017028827766351988,0.0911895972229877,-0.03648371023982742,2,NEW_SIGNAL
2024-10-30 08:00:00+00:00,2024-11-06 04:00:00+00:00,1,2782.325,2725.8295,30,-0.02030514048502601,0.0018186229142894523,-0.02030514048502601,0.49242147775105827,-5.4979441889886775,2,ATR_STOP
2024-11-07 08:00:00+00:00,2024-11-11 16:00:00+00:00,1,2663.3745,2619.305,15,-0.016546490176278274,0.01637434014630683,-0.018309291464643735,1.8694300962342123,-2.090340141886521,3,NEW_SIGNAL
2024-11-25 08:00:00+00:00,2024-12-02 08:00:00+00:00,1,2667.9185,2641.8695,30,-0.009763791510123129,-0.0027337791615449354,-0.021471233098012552,-0.3203019670014642,-2.515667063375309,23,NEW_SIGNAL
2024-12-18 20:00:00+00:00,2024-12-31 20:00:00+00:00,1,2604.6355000000003,2624.525,50,0.007636193240858373,0.012247011146089302,-0.0061916533042724806,2.1930041661510655,-1.1087049182582291,29,END_OF_DATA
